序号,section,题号,单词,音标,释义
651,S17,Q6,scrutiny,[?skrut?ni],"仔细观察  a searching study, inquiry, or inspection :?examination"
652,S17,Q6,elitist,[e'lit?st],"1. giving special treatment and advantages to wealthy and powerful people.
2.势利小人的，具有高人一等优越感的    regarding other people as inferior because they lack
power, wealth,etc.：snobbish"
653,S17,Q7,upsurge,[??ps?d?],突然增加  a rapid?or?sudden?increase?or?rise
654,S17,Q7,harbinger,[?hɑrb?nd??],预言  something that shows what is coming : presage
655,S17,Q7,portent,[?p??rtent],"预兆  something that foreshadows a coming event : omen,?sign"
656,S17,Q7,lull,[l?l],"1.(活动或噪声的)暂停，暂时平静期  a brief time when an action or activity stops
2.  麻痹，使放松警惕       to make someone feel safe and confident so that they are completely surprised when something bad happens：lull?sb?into?(doing)?sth
3.  使平静下来；使昏昏欲睡     to make someone feel?calm?or?as?if?they?want?to?sleep"
657,S17,Q7,respite,[?r?sp?t],"1.  暂缓  a period of temporary?delay
2.  短暂休息  an interval?of?rest?or belief"
658,S17,Q8,amalgam,[??m?lɡ?m],混合物  a combination or mixture?of?different?things
659,S17,Q8,entice,[?n?ta?s],引诱  to attract artfully or adroitly or by arousing hope or desire : tempt
660,S17,Q9,collegiality,"[k?,lid??'ɑl?ti]",同事关系  the cooperative?relationship?of?colleagues
661,S17,Q9,exactitude,[?ɡ?z?kt?tu?d],准确  the quality or state of being accurate?and?correct
662,S17,Q9,eminence,[??m?n?ns],显赫声名  a condition of being well-known?and?successful
663,S17,Q9,tenacity,[t??n?s?ti],执着  very determined?and?do?not?give?up easily
664,S17,Q10,encyclopedic,[?n?sa?kl??pi?d?k],"知识渊博的;  百科全书般的  dealing with or knowing a subject thoroughly or completely :
comprehensive"
665,S17,Q10,rambling,[?r?mbl??],冗长的  to talk or write in a desultory?or?long-winded wandering fashion
666,S17,Q10,overbearing,[?ov??b?r??],"1.  专横的，傲慢的  harshly and haughtily arrogant
2.  非常重要的，压倒一切的  decisively?important?:?dominant"
667,S17,Q10,undiscriminating,[??nd??skr?m??ne?t??],不加区别的  not make careful distinctions between people or things
668,S18,Q1,erudite,[??ruda?t],博学的  having or showing great?academic?knowledge
669,S18,Q1,contentious,[k?n?t?n??s],引起争议的  likely to cause?disagreement?or?argument
670,S18,Q1,methodical,[m??θɑd?kl],有条不紊的  done by using a careful and organized procedure : systematic
671,S18,Q2,elephantine,[?el??f?nti?n],"1.巨大的  having enormous size or strength : massive
2.  笨拙的  clumsy,?ponderous"
672,S18,Q2,symmetrically,[s??metr?kli],"对称地；平衡地  having, involving, or exhibiting symmetry"
673,S18,Q3,chronology,[kr??nɑ?l?d?i],"年表，年代学  a science that deals with measuring time and finding out when events
happened"
674,S18,Q3,synopsis,[s??nɑps?s],"概要，大纲  a short description of the most important information about something : a
summary?or?outline"
675,S18,Q3,awry,[??ra?],"1.  扭曲的  in a turned or twisted position or direction : askew
2.  未按计划进行的  not?working?correctly or happening in the expected way"
676,S18,Q3,astute,[??stut],"精明的，敏锐的  having or showing an ability to notice and understand things clearly :
mentally?sharp?or?clever"
677,S18,Q3,acquiesce,[??kwi?es],"默许  to?accept,?agree, or allow something to happen by staying?silent or by not arguing"
678,S18,Q5,pseudonym,[?su?d?n?m],笔名，假名  a?fictitious?name; especially : pen?name
679,S18,Q5,remuneration,[r??mjun??re??n],报酬  an amount of money paid to someone for the work that person has done
680,S18,Q6,languish,[?l??ɡw??],"1. to?be?or?become?feeble,weak,or?enervated .
2. to become dispirtied
3.?to?suffer?neglect"
681,S18,Q6,jettison,[?d??t?sn],"1.  丢弃  to drop?something from a moving ship, airplane, etc.
2.  拒绝  to get rid of something : to reject?something"
682,S18,Q7,unimpeachable,[??n?m?pit??bl],无可指责的；无可怀疑的  very reliable and trusted : not?able?to?be?doubted?or?questioned
683,S18,Q7,ingenious,[?n?d?in??s],聪明的  very smart?or?clever
684,S18,Q7,egotist,[?i?ɡ?t?st],"以自我为中心的人  the feeling or belief that you?are?better,?more?important,?more?talented,
etc.,?than?other?people"
685,S18,Q7,punctuate,[t???ktj?et],"1.  强调  accentuate,?emphasize
2.  不时打断  to interrupt or occur in something repeatedly"
686,S18,Q8,unassuming,[??n??su?m??],"谦虚的  not having or showing a desire to be noticed, praised, etc. : modest"
687,S18,Q8,complimentary,[?kɑmpl??m?ntri],赞扬的  expressing praise?or?admiration for someone or something
688,S18,Q8,acerbic,[??s?b?k],犀利的，尖锐的  expressing harsh?or?sharp?critism?in a clever way
689,S18,Q8,ingenuous,[?n?d??nju?s],"阅历浅的，纯朴的，坦诚率直的  an ingenuous person is simple,?trusting,?and?honest,?especially
because they have not?had?much?experience?of?life"
690,S18,Q8,modest,[?mɑd?st],"(数量、比率或改进幅度等)  较小的 You use modest to describe something such as an amount,
rate, or improvement which is fairly?small."
691,S18,Q9,arcane,[ɑr?ken],神秘的；晦涩难解的??secret?or?mysterious : known or understood by only a few people
692,S18,Q9,seditious,[s??d???s],"煽动性的  the crime of saying, writing, or doing something that encourages?people?to
disobey?their?government"
693,S18,Q9,quixotic,[kw?k?sɑ?t?k],"1.  不切实际的     imaginative or hopeful but unrealistic?????
2.  多变的，不可预测的  capricious,?unpredictable"
694,S18,Q10,robust,[ro?b?st],"1.  健壮的  strong?and?healthy
2.  强有力的  (观点、见解) strongly?formed?or?built"
695,S18,Q10,confound,[k?n?fa?nd],使吃惊;  使困惑  to surprise?and?confuse someone or something
696,S19,Q1,quixotic,[kw?k?sɑ?t?k],"1.  不切实际的     imaginative or hopeful but unrealistic?????
2.  多变的，不可预测的  capricious,?unpredictable"
697,S19,Q1,prescient,[?presi?nt],有先见之明的，预知的  the ability to know?what?will?or?might?happen?in?the?future
698,S19,Q1,banal,[b??nɑl],无聊的  boring?or?ordinary : not interesting
699,S19,Q1,viable,[?va??bl],"1.  可行的  capable?of?being?done?or?used
2.  能养活的  capable?of?growing?or?developing"
700,S19,Q2,keep at bay,[kip] [?t; ?t] [be],抵制，阻止
701,S19,Q2,mawkish,[?m??k??],伤感的  sad or romantic in a?foolish?or?exaggerated?way
702,S19,Q2,austerity,[???ster?ti],朴素  a simple?and?plain?quality
703,S19,Q2,ostentatious,[?ɑst?n?te??s],"卖弄的，炫耀的  displaying wealth, knowledge, etc., in a way that is meant to attract?attention,
admiration,?or?envy"
704,S19,Q2,emotive,[??mot?v],感情的  appearing to or expressing?emotion
705,S19,Q3,outmoded,[?a?t?mo?d?d],过时的  no longer useful or acceptable : not?modern?or?current
706,S19,Q3,remunerative,[r??mju?n?r?t?v],有报酬的  paying a?lot?of?money
707,S19,Q3,ramshackle,[?r?m??kl],摇摇欲坠的  appearing ready to collapse :?rickety
708,S19,Q4,spartan,[?spɑ?rtn],"简朴的  maked by simplicity,?frugality,?or?avoidance?of?luxury?and comfort"
709,S19,Q5,erratic,[??r?t?k],"难以预测的，不稳定的  acting , moving , or changing in ways that are not?expected?or?usual :
not consistent or regular"
710,S19,Q6,altruistic,[??ltr???st?k],"利他的，无私的  feelings and behavior that show a desire to help other people and a?lack?of
selfishness"
711,S19,Q6,vanish,[?v?n??],消失  to pass quickly from sight : disappear
712,S19,Q7,evanescent,[?ev??nesnt],片刻的，短暂的  lasting a very short time : fleeting
713,S19,Q7,cumbersome,[?k?mb?rs?m],笨重的，难处理的  hard?to?handle?or?manage because of size or weight
714,S19,Q7,immutable,[??mjut?bl],不变的  unable?to?be?changed
715,S19,Q7,unwieldy,[?n?wi?ldi],"笨重的，难处理的  difficult?to?handle,?control, or deal with because of being large, heavy, or
complex"
716,S19,Q7,ephemeral,[??f?m?r?l],短暂的  lasting a very?short?time
717,S19,Q8,eccentricity,[??ks?n?tr?s?ti],古怪  the quality of being?strange?or?unusual in behavior
718,S19,Q8,predilection,[?predl?ek?n],倾向  a natural?liking for something
719,S19,Q8,vacillation,[?v?s??le??n],"犹豫不决，踌躇  inability to take a stand : irresolution,?indecision"
720,S19,Q8,proclivity,[pr??kl?v?ti],倾向  a strong?natural?liking?for something that is usually bad
721,S19,Q8,waver,[?we?v?r],"犹豫不决，踌躇     to vacillate irresolutely between choices : fluctuate in opinion, allegiance, or
direction"
722,S19,Q8,cowardice,[?ka??d?s],胆小，怯懦??lack?of?courage or resolution
723,S19,Q9,forge,[f?rd?],"1.努力地缔造     If one person or institution forges?an?agreement?or?relationship with another, they create it with a lot of hard work, hoping that it will be strong or lasting.
2.伪造  (纸币、文件或画作等) If someone forges something such as paper money, a document, or a painting, they?copy it or make it so that it looks genuine, in order to deceive people."
724,S19,Q9,apathetic,[??p??θ?t?k],没兴趣的  having little or interest or concern：??indifferent
725,S19,Q9,fractious,[?fr?k??s],"1.  易怒的  full of anger?and?disagreement
2.  难控制的，难驾驭的  causing trouble : hard?to?manage?or?control"
726,S19,Q9,restive,[?rest?v],倔强的，难驾驭的  stubbornly resisting control : balky
727,S19,Q9,cynical,[?s?n?kl],认为人皆自私的  believing that people are generally selfish?and?dishonest
728,S19,Q9,compliant,[k?m?pla??nt],顺从的  willing to do whatever you are asked or ordered to do : ready and willing to comply
729,S19,Q9,tractable,[?tr?kt?bl],易驾驭的，易控制的  easily?managed?or?controlled
730,S19,Q10,snag,[sn?ɡ],障碍  a concealed or unexpected difficulty?or?obstacle
731,S19,Q10,hitch,[h?t?],小故障  a usually unforeseen     difficulty?or?obstacle
732,S19,Q10,upshot,[??p?ɑ?t],结果  the final result : outcome
733,S20,Q1,tractable,[?tr?kt?bl],易驾驭的，易控制的  easily?managed?or?controlled
734,S20,Q1,impassive,[?m?p?s?v],无表情的  not showing emotion : apathetic
735,S20,Q1,solitary,[?sɑl?t?ri],"孤独的  being, living, or going alone or without companions"
736,S20,Q1,sluggish,[?sl?ɡ??],"缓慢的;  迟钝的  moving slowly or lazily : indolent,?torpid"
737,S20,Q1,impotent,[??mp?t?nt],无力的  lacking power or strength
738,S20,Q2,paralyze,[?p?r??la?z],"使不能发挥作用  to make someone or something unable?to?function,?act,?or?move"
739,S20,Q2,demoralize,[d??m??r?la?z],"使士气低落  to weaken the morale of :?discourage,?dispirit"
740,S20,Q2,galvanize,[?ɡ?lv?na?z],"刺激  to cause?people?to?become?so?excited?or?concerned?about an issue, idea, etc., that they
want to do something about it"
741,S20,Q2,exasperate,[?ɡ?z?sp?re?t],激怒  to make someone very angry?or?annoyed
742,S20,Q3,homogeneous,[?hom??d?in??s],同种的，同质的  made up of the same kind of people or things【拓研教育：YunMengZe1020
743,S20,Q3,daunting,[d??nt??],使人畏缩的  tending to make?people?afraid?or?less?confident : very difficult to do or deal with
744,S20,Q4,replete,[r??plit],"1.  充满的  having much or plenty of something : filled?with?something
2.  吃饱喝足的  having had plenty to eat : pleasantly full"
745,S20,Q4,discretionary,[d??skr????n?ri],自由决定的  available to be used when and how you?decide
746,S20,Q5,skirt,[sk?t],避免  to avoid something especially because it is difficult or will cause problems
747,S20,Q5,scrutinize,[?skrut?na?z],仔细检查  to examine?something?carefully?especially in a critical way
748,S20,Q5,counter,[?ka?nt?],反驳，反对  to act in opposition to : oppose
749,S20,Q6,doom,[d?m],"1.  厄运  very?bad?events or situations that cannot be avoided
2.  注定  to make someone or something certain?to?fail,?suffer,?die, etc."
750,S20,Q6,bypass,[?ba?p?s],"1.  忽视  to?neglect?or?ignore usually intentionally
2.  绕开，回避  circumvent"
751,S20,Q7,predecessor,[?pr?d?s?s?],前任，前一代  something that comes?before?something else
752,S20,Q7,tenure,[?tenj?r],"1.任期  the amount of time that a person holds a job, office, or title
2.〔大学教师的〕终身职位，终身教席，终身教职 the right to stay permanently in a teaching job"
753,S20,Q8,ephemerality,"[?,f?m?'r?l?ti]",短暂  the quality or state of being ephemeral
754,S20,Q8,transience,[?tr?nzi?ns],短暂  the quality or state of being transient
755,S20,Q9,spur,[sp?],刺激，鞭策  to encourage someone to do or achieve something : stimulate
756,S20,Q9,codify,[?kɑ?d?fa?],编纂  to put?things?in?an?orderly?form
757,S20,Q9,foster,[?f?st?],"1.  促进  to promote the growth or development of : encourage
2.  养育  to give parental care to : nurture"
758,S20,Q9,presume,[pr??zum],"1.料想，〔不肯定地〕认为.to think that something is true, although you are not certain : assume
2.认定，认为，推定〔尤在法律上〕.to accept something as true until it is shown to not be true, especially in law
3.擅自  (做某事)If you say that someone presumes to do something, you mean that they do it even though they have no right to do it."
759,S20,Q10,galvanize,[?ɡ?lv?na?z],"刺激  to cause?people?to?become?so?excited?or?concerned?about an issue, idea, etc., that they
want to do something about it"
760,S20,Q10,thwart,[θw?rt],阻挠  to prevent someone from doing something or to stop something from happening
761,S20,Q10,animate,[??n?me?t],有活力的  having life : alive?or?living
762,S21,Q1,verification,[?v?r?f??ke??n],验证，确认  the act or process of verifying
763,S21,Q1,utilitarian,[?jut?l??t?r??n],实用主义者  made to be useful rather than to be decorative or comfortable
764,S21,Q1,perfunctory,[p??f??kt?ri],"1.例行公事般的，敷衍的  characterized by routine or superficiality : mechanical <a perfunctory smile>
2.  缺少激情的  lacking?in?interest?or enthusiasm"
765,S21,Q1,egregious,[??ɡri?d?i?s],臭名昭著的，恶名昭彰的  very bad and easily noticed：blatant；flagrant
766,S21,Q1,empirical,[?m?p?r?kl],"实证的  based on scientific?testing or practical?experience，not on ideas    反义词：
theoretical"
