,,GRE词以类记,
2205,espionage,n. 间谍活动,张红岩：list015
2206,extraneous,adj.外来的; 无关的,张红岩：list015
2207,fastness,"n.要塞,城堡",张红岩：list015
2208,file,n.锉刀; vi. vt.锉平,张红岩：list015
2209,foil,"n. 钝剑; 箔,锡箔纸",张红岩：list015
2210,formation,"n. 组织,形成; (军队)编队",张红岩：list015
2211,fosse,n. 护城河,张红岩：list015
2212,gazetteer,"n. 地名词典,地名表",张红岩：list015
2213,germane,"adj. 有密切关系的,贴切的",张红岩：list015
2214,gossamer,n. 蛛丝; 薄纱; adj. 轻而薄的,张红岩：list015
2215,helmet,"n. 头盔,钢盔",张红岩：list015
2216,hierarchy,n. 阶层; 等级制度,张红岩：list015
2217,holster,n. 手枪皮套,张红岩：list015
2218,kudos,n.荣誉,张红岩：list015
2219,landmark,n. 陆标;里程碑,张红岩：list015
2220,levy,vi. vt. n. 征税; 征兵,张红岩：list015
2221,ligneous,"adj. 木质的,木头的",张红岩：list015
2222,lineage,n.宗系，血统,张红岩：list015
2223,lofty,"adj. 崇高的,高尚的",张红岩：list015
2224,logistics,n. 后勤学,张红岩：list015
2225,loop,"n. 圈,金属线圈",张红岩：list015
2226,loophole,n.枪眼，小窗，换气孔,张红岩：list015
2227,lump,"n. 一块,肿块; vi. vt.形成块状",张红岩：list015
2228,maternal,adj.母性的,张红岩：list015
2229,missile,n. 投射出的物体或武器; 导弹,张红岩：list015
2230,mnemonics,"n. 记忆法,记忆规则",张红岩：list015
2231,moat,"n. 壕沟,护城河",张红岩：list015
2232,monogamy,n. 一夫一妻制,张红岩：list015
2233,mortar,n. (砌砖用的)灰浆,张红岩：list015
2234,nubile,adj. (女孩)到婚嫁年龄的; 吸引人的,张红岩：list015
2235,nutrition,n.营养,张红岩：list015
2236,parallelism,n.平行，类似,张红岩：list015
2237,parity,"n.(水平,地位,数量等的)同等,相等",张红岩：list015
2238,pertinent,"adj. 有关的,相关的",张红岩：list015
2239,petrology,n. 岩石学,张红岩：list015
2240,portfolio,n. 文件夹; 股份单,张红岩：list015
2241,projector,"n. 电影放映机,幻灯机",张红岩：list015
2242,pseudonym,"n.假名,笔名",张红岩：list015
2243,puissance,n.权力,张红岩：list015
2244,pulley,"n.滑轮,滑车",张红岩：list015
2245,quiver,"n.箭筒,箭囊",张红岩：list015
2246,rampart,n.壁垒; 城墙,张红岩：list015
2247,reciprocal,"adj. 相互的,互惠的",张红岩：list015
2248,reconnaissance,"n. 侦察,预先探索",张红岩：list015
2249,reinforce,"vi. vt. 加强力量,增援",张红岩：list015
2250,relate,vi. vt. 讲述;有关联,张红岩：list015
2251,reminder,n.提醒人记忆之物,张红岩：list015
2252,rifle,n.步枪; vi. vt.抢劫,张红岩：list015
2253,roster,"n. 值班表,花名册",张红岩：list015
2254,rung,"n. 梯子横挡,梯级",张红岩：list015
2255,scabbard,n.(刀剑)鞘,张红岩：list015
2256,sheath,n.(刀、剑)鞘、套,张红岩：list015
2257,slab,"n.厚板,厚块",张红岩：list015
2258,slice,vi. vt.切成片,张红岩：list015
2259,souvenir,n.纪念品,张红岩：list015
2260,status,"n. 身分,地位",张红岩：list015
2261,strip,vi. vt.剥去; n.狭长的一片,张红岩：list015
2262,surrogate,n.代替品; 代理人,张红岩：list015
2263,tantamount,adj.与...相等的,张红岩：list015
2264,throne,n. 宝座;王位,张红岩：list015
2265,trespass,"vi.侵犯,闯入私人领地",张红岩：list015
2266,vantage,n.优势，有利地位,张红岩：list015
2267,volley,n.齐发，群射；vi. vt.齐发，群射；(足球、网球)截击,张红岩：list015
2268,wage,"vi. vt.开始,进行(战争,运动)",张红岩：list015
2269,amoral,adj. 不知是非的,张红岩：list015
2270,avuncular,adj. 伯(叔)父的,张红岩：list015
2271,bombardment,"n.炮炸,炮轰",张红岩：list015
2272,cavalcade,n.骑兵队,张红岩：list015
2273,coffer,n. 保险柜,张红岩：list015
2274,cognomen,n. 姓,张红岩：list015
2275,conjugal,"adj.婚姻的,夫妻之间的",张红岩：list015
2276,connubial,"adj. 婚姻的,夫妻的",张红岩：list015
2277,consort,vt. 结交,张红岩：list015
2278,denominate,"n. 命名,取名",张红岩：list015
2279,detonate,"vi. vt.(使)爆炸,引爆",张红岩：list015
2280,dowry,"n.嫁妆,妆奁",张红岩：list015
2281,extrinsic,"adj.外在的,外部的",张红岩：list015
2282,fencing,"n.剑术,击剑法",张红岩：list015
2283,fort,"n. 要塞,城堡",张红岩：list015
2284,gastronomy,n. 美食法,张红岩：list015
2285,granule,"n. 小粒,微粒",张红岩：list015
2286,herald,"n. 传令官; 预示, 先驱",张红岩：list015
2287,horology,"n. 测时法,钟表制造术",张红岩：list015
2288,interdisciplinary,adj. 跨学科的,张红岩：list015
2289,lineal,"adj. 直系的,嫡系的",张红岩：list015
2290,maneuver,"vt. n. (军队)调遣; 策略,操纵",张红岩：list015
2291,metallurgy,n. 冶金,张红岩：list015
2292,noose,"n. 绳套,绞索(刑)",张红岩：list015
2293,numismatic,adj. 钱币学的,张红岩：list015
2294,parley,"n. 和谈; 会谈; vi. vt. 和谈,会谈",张红岩：list015
2295,piazza,n. 阳台; 广场; 露天市场,张红岩：list015
2296,plank,n. 厚木板; 要点,张红岩：list015
2297,plaza,n. 广场; 集市,张红岩：list015
2298,reconnoiter,vt. 侦察，勘察,张红岩：list015
2299,regiment,n.(军队)团; vt. 严格控制,张红岩：list015
2300,scooter,n. 滑行车，踏板车,张红岩：list015
2301,signature,n. 签名，签字,张红岩：list015
2302,speleology,n.洞穴学,张红岩：list015
2303,trench,"n.沟,壕沟",张红岩：list015
2304,waylay,"vt.埋伏,伏击",张红岩：list015
2305,asphalt,沥青,张红岩：list015
2306,lance,n. 长矛; 鱼叉,张红岩：list015
2307,trove,n.被发现的东西,张红岩：list015
2308,vat,n.大缸，大桶,张红岩：list015
2309,circlet,n.小圆圈,张红岩：list015
2310,floe,"n.大浮冰,浮殡冰块",张红岩：list015
2311,eclat,n.辉煌成就,张红岩：list015
2312,tertiary,adj.第三的,张红岩：list015
2313,degraded,adj.被降级的,张红岩：list015
2314,dictatorial,"adj.独裁的,傲慢的",张红岩：list015
2315,hierarchic,adj.等级制度的,张红岩：list015
2316,pertinence,n.相关性,张红岩：list015
2317,interrelated,adj.相互关联的,张红岩：list015
2318,monogamous,adj.一夫一妻制,张红岩：list015
2319,nuptial,"adj.婚姻的,婚礼的 n.婚姻",张红岩：list015
2320,phalanx,"n.方阵,密集队",张红岩：list015
2321,regimental,adj.军团的,张红岩：list015
2322,bastion,n.堡垒; 防御工事,张红岩：list015
2323,cohorts,n.军团,张红岩：list015
2324,metallurgical,adj.冶金学的,张红岩：list015
2325,galvanic,"adj.通电的,激励的",张红岩：list015
2326,melliorism,n.世界改良论,张红岩：list015
2327,petrography,n.岩石记述学,张红岩：list015
2328,atavism,"n.返祖现象,隔代遗传",张红岩：list015
2329,clime,"n.气候,地方,地域",张红岩：list015
2330,ecliptic,adj.食的；黄道的,张红岩：list015
2331,carcinogenic,adj.致癌的,张红岩：list015
2332,apoplexy,n.中风,张红岩：list015
2333,clavicle,n.锁骨,张红岩：list015
2334,dysentry,n.痢疾,张红岩：list015
2335,euthanasia,n.安乐死,张红岩：list015
2336,bargain,n.特价商品；便宜货,张红岩：list016
2337,rural,adj.乡下的；乡村的,张红岩：list016
2338,etiquette,n.礼节,张红岩：list016
2339,contract,vt.&vi.染上(疾病、习惯 等);(立约)确定;(使)承包; (使)缩小,张红岩：list016
2340,rural,adj.农村的;乡村的,张红岩：list016
2341,civil,adj.公民的；国内的；文职的,张红岩：list016
2342,ceremony,n.仪式；典礼,张红岩：list016
2343,bargain,n.协议；交易；廉价货 vi.讨价还价；谈判,张红岩：list016
2344,deed,n.行动；所做之事,张红岩：list016
2345,advertise,vi.登广告；做广告 vt.为……做广告；宣传；通知,张红岩：list016
2346,discount,n.折扣 vt.打折扣 adj.打折扣的,张红岩：list016
2347,advertise,vi. vt.做广告,张红岩：list016
2348,agenda,n.议程,张红岩：list016
2349,archetype,n. 原型; 典型例子,张红岩：list016
2350,asset,n. 财产; 可取之处,张红岩：list016
2351,auction,n.拍卖,张红岩：list016
2352,barter,"vt.以物易物,易货贸易",张红岩：list016
2353,bucolic,adj. 乡村的; 牧羊的,张红岩：list016
2354,canonical,"adj. 符合规定的,经典的",张红岩：list016
2355,ceremonious,adj. 仪式隆重的,张红岩：list016
2356,ceremony,"n. 典礼,仪式",张红岩：list016
2357,chauvinistic,adj.沙文主义的，过分爱国主义的,张红岩：list016
2358,civility,"n. 彬彬有礼,斯文",张红岩：list016
2359,code,"n. 密码,暗号; vt.将某事物编写成密码",张红岩：list016
2360,codify,"vt. 将法律,规则等编成法典",张红岩：list016
2361,comity,"n.礼让,礼仪",张红岩：list016
2362,commodity,n. 商品,张红岩：list016
2363,consign,vt. 托运; 托人看管,张红岩：list016
2364,contract,"n. 契约,合同; vt. 订合同; 收缩",张红岩：list016
2365,cosmopolitanism,"n. 世界性,世界主义",张红岩：list016
2366,covenant,n. 契约; vt. 立书保证,张红岩：list016
2367,dealing,"n. 生意行为, 作风",张红岩：list016
2368,decency,"n. 正派,端庄",张红岩：list016
2369,decorum,"n. 礼节,礼貌",张红岩：list016
2370,default,"n. 拖债,未履行的责任",张红岩：list016
2371,disbar,vt.取消律师资格,张红岩：list016
2372,disburse,"vt.支付,支出",张红岩：list016
2373,discount,n. 折扣,张红岩：list016
2374,dogmatism,"n. 教条主义,武断",张红岩：list016
2375,eclecticism,n. 折衷主义,张红岩：list016
2376,eligible,adj. 合格的,张红岩：list016
2377,empirical,"adj. 经验的,实证的",张红岩：list016
2378,entrust,vt. 委托; 托付,张红岩：list016
2379,epitome,"n. 典型, 梗概",张红岩：list016
2380,ethics,n. 伦理学; 道德规范,张红岩：list016
2381,etiquette,n. 礼仪; 礼节,张红岩：list016
2382,exemplary,adj. 可作楷模的,张红岩：list016
2383,exemplify,vt. 是...的典型,张红岩：list016
2384,existential,adj.有关存在的，存在主义的,张红岩：list016
2385,expend,vt.花费; 用光,张红岩：list016
2386,fiscal,adj.公款的; 财政的,张红岩：list016
2387,formality,n. 遵循的规范; 正式,张红岩：list016
2388,freight,n. 货物; vt.装货于船等,张红岩：list016
2389,gauge,n. 标准规格; 测量仪vt. 测量,张红岩：list016
2390,gratuity,"n. 赏钱,小费",张红岩：list016
2391,honorarium,"n. 酬劳金,谢礼",张红岩：list016
2392,idyll,n. 田园生活; 田园诗,张红岩：list016
2393,indenture,"n. 契约,合同",张红岩：list016
2394,inventory,n. 详细目录; 存货清单,张红岩：list016
2395,jingoism,n. 沙文主义; 侵略主义,张红岩：list016
2396,lectern,n. 书桌（尤指教堂里的读经台）,张红岩：list016
2397,ledger,n. 账簿,张红岩：list016
2398,lien,"n. 扣押权,留置权",张红岩：list016
2399,lucrative,"adj. 赚钱的,有利可图的",张红岩：list016
2400,mercantile,"adj. 贸易的,商业的",张红岩：list016
2401,metaphysics,"n. 形而上学,玄学",张红岩：list016
2402,monetary,adj. 货币的,张红岩：list016
2403,mortgage,n. 抵押贷款;抵押证书; vt. 用…作抵押,张红岩：list016
2404,norm,"n. 规范,准则",张红岩：list016
2405,pact,"n. 协定,条约",张红岩：list016
2406,paradigm,"n. 范例,示范",张红岩：list016
2407,paragon,"n. 模范,典型",张红岩：list016
2408,patriotism,"n. 爱国主义,爱国心",张红岩：list016
2409,pelf,"n. 财富,钱",张红岩：list016
2410,perquisite,"n. 固定津贴,特权",张红岩：list016
2411,personification,"n. 典型,完美榜样",张红岩：list016
2412,pessimism,n.悲观；悲观主义,张红岩：list016
2413,pledge,"n. 誓言,保证; vt. 发誓",张红岩：list016
2414,pragmatic,"adj. 实际的,实用主义的",张红岩：list016
2415,premium,n. 保险费; 奖金,张红岩：list016
2416,proceeds,n. 收入,张红岩：list016
2417,proprietary,adj. 私有的,张红岩：list016
2418,propriety,"n. 礼节,适当",张红岩：list016
2419,proselytize,vi. vt. 使...皈依,张红岩：list016
2420,protocol,n.外交礼节; 协议,张红岩：list016
2421,prototype,n.原型; 典型,张红岩：list016
2422,purlieu,n.〔常作复数〕邻近地区,张红岩：list016
2423,raffle,n.(尤指为公益事业举办的)对奖售物(活动),张红岩：list016
2424,rebate,"n.折扣,回扣",张红岩：list016
2425,receipt,n.收到，接到；发票，收据,张红岩：list016
2426,remunerative,"adj. 报酬高的,有利润的",张红岩：list016
2427,rendezvous,n. 约会; 约会地点,张红岩：list016
2428,retail,vi. vt. 零售; n. 零售,张红岩：list016
2429,revenue,n. 总收入;国家的税收收入,张红岩：list016
2430,rite,n. (宗教的)仪式,张红岩：list016
2431,royalty,n. 皇室; 版税,张红岩：list016
2432,rural,adj. 乡村的,张红岩：list016
2433,rustic,"adj. 乡村的,乡土气的",张红岩：list016
2434,securities,n. 证券,张红岩：list016
2435,slate,n.石板; 候选人名单; vt.提名,张红岩：list016
2436,suborn,"vt.收买,贿赂",张红岩：list016
2437,subsidy,n.补助金,张红岩：list016
2438,surrealism,n. 超现实主义,张红岩：list016
2439,surrender,vi. vt. 投降;放弃,张红岩：list016
2440,tariff,n.关税,张红岩：list016
2441,toll,n.过路(桥)费；伤亡人数，损失；vi. vt.(缓慢而有规律地)敲,张红岩：list016
2442,totalitarian,adj.极权主义的,张红岩：list016
2443,transaction,"n.办理,交易",张红岩：list016
2444,treaty,n. 条约;协议,张红岩：list016
2445,underwrite,vi. vt. 同意负担...的费用;为...保险,张红岩：list016
2446,usury,n.放高利贷,张红岩：list016
2447,actuarial,adj. (保险)精算的;保险计算的,张红岩：list016
2448,apotheosis,n.神化; 典范,张红岩：list016
2449,belongings,"n.所有物,财产",张红岩：list016
2450,bullion,"n. 金条,银条",张红岩：list016
2451,capitation,"n. 人头税,丁税",张红岩：list016
2452,defray,vt.付款,张红岩：list016
2453,diocesan,adj. 主教管区的,张红岩：list016
2454,egoism,n. 利己主义,张红岩：list016
2455,emolument,"n.报酬, 薪水",张红岩：list016
2456,environs,"n. 郊外,郊区",张红岩：list016
2457,epicurean,adj. 好享乐的; 享乐主义的,张红岩：list016
2458,exchequer,n. 国库; 财源,张红岩：list016
2459,finable,adj.应罚款的,张红岩：list016
2460,flunk,vi. vt.考试不及格,张红岩：list016
2461,gratis,"adj. 不付款的,免费的",张红岩：list016
2462,hedonism,n. 享乐主义; 享乐,张红岩：list016
2463,ineligible,adj. 没有资格的,张红岩：list016
2464,invoice,n. 发票; vt.开发票,张红岩：list016
2465,lucre,"n. (贬义)钱,利益",张红岩：list016
2466,nihilism,n. 虚无主义(生存无意义);民粹主义(消灭一切旧体系建立新制度),张红岩：list016
2467,pecuniary,adj.金钱的,张红岩：list016
2468,peddle,vi. vt.兜售,张红岩：list016
2469,pension,"n. 养老金,退休金",张红岩：list016
2470,reincarnate,"vt. 使化身,转生",张红岩：list016
2471,remittance,n. 汇款,张红岩：list016
2472,subvention,"n.补助金,津贴",张红岩：list016
2473,tonsure,n.削发；削发仪式，受戒,张红岩：list016
2474,unction,"n.涂油礼,油膏",张红岩：list016
2475,quitessence,n.精华,张红岩：list016
2476,specimen,n.标本；样本,张红岩：list016
2477,reciprocation,n.互给；互换,张红岩：list016
2478,barterer,n.交易商,张红岩：list016
2479,remuneration,n.报酬,张红岩：list016
2480,tithe,n.什一税,张红岩：list016
2481,annuity,n.年金;(每年的)养老金,张红岩：list016
2482,alimony,n.（夫妻分居或离婚后付给配偶的）赡养费,张红岩：list016
2483,sylvan,adj.森林的；多林木的,张红岩：list016
2484,muniment,"n.防卫手段,土地所有权凭证",张红岩：list016
2485,tryst,n.（情人的）约会，幽会,张红岩：list016
2486,dogmatist,n.教条主义；教条的倾向,张红岩：list016
2487,radicalism,adj.（尤指变化或行动）根本的；意义深远的，彻底的,张红岩：list016
